categoria,ordem,isbn,titulo,autor,editora,cover_url,origem_url
Melhor Literatura em Português,65,,O Triste Fim de Policarpo Quaresma,Lima Barreto,,,
Melhor Literatura em Português,66,,O Conto da Ilha Desconhecida,José Saramago,,,
Melhor Literatura em Português,67,,Aparição,Vergílio Ferreira,,,
Melhor Literatura em Português,68,,O Mandarim,Eça de Queirós,,,
Melhor Literatura em Português,69,,Clepsídra,Camilo Pessanha,,,
Melhor Literatura em Português,70,,Antologia Poética,Carlos Drummond de Andrade,,,
Melhor Literatura em Português,71,,Poemas,Fernando Pessoa,,,
Melhor Literatura em Português,72,,São Bernardo,Graciliano Ramos,,,
Melhor Literatura em Português,73,,Odes,Fernando Pessoa (Ricardo Reis),,,
Melhor Literatura em Português,74,,Céu Em Fogo,Mário de Sá-Carneiro,,,
Melhor Literatura em Português,75,,"Eurico, O Presbítero",Alexandre Herculano,,,
Melhor Literatura em Português,76,,Obra Poética - Volume I,Sophia de Mello Breyner Andresen,,,
Melhor Literatura em Português,77,,Tieta do Agreste,Jorge Amado,,,
Melhor Literatura em Português,78,,O Aprendiz do Arquimago,Michael A. Iora,,,
Fantasia SciFi Ficcao Historica (traduzidos BR),1,,O Nome do Vento,Patrick Rothfuss,,,
Fantasia SciFi Ficcao Historica (traduzidos BR),2,,Mistborn: O Império Final,Brandon Sanderson,,,
Fantasia SciFi Ficcao Historica (traduzidos BR),3,,A Tormenta de Espadas,George R.R. Martin,,,
Fantasia SciFi Ficcao Historica (traduzidos BR),4,,Harry Potter e a Pedra Filosofal,J.K. Rowling,,,
Fantasia SciFi Ficcao Historica (traduzidos BR),5,,O Olho do Mundo,Robert Jordan,,,
Fantasia SciFi Ficcao Historica (traduzidos BR),6,,O Temor do Sábio,Patrick Rothfuss,,,
Fantasia SciFi Ficcao Historica (traduzidos BR),7,,A Sociedade do Anel,J.R.R. Tolkien,,,
Fantasia SciFi Ficcao Historica (traduzidos BR),8,,As mentiras de Locke Lamora,Scott Lynch,,,
Fantasia SciFi Ficcao Historica (traduzidos BR),9,,A Guerra dos Tronos,George R.R. Martin,,,
Fantasia SciFi Ficcao Historica (traduzidos BR),10,,O Hobbit,J.R.R. Tolkien,,,
Fantasia SciFi Ficcao Historica (traduzidos BR),11,,O Aprendiz de Assassino,Robin Hobb,,,
Fantasia SciFi Ficcao Historica (traduzidos BR),12,,O Último Reino,Bernard Cornwell,,,
Fantasia SciFi Ficcao Historica (traduzidos BR),13,,Harry Potter e o Cálice de Fogo,J.K. Rowling,,,
Fantasia SciFi Ficcao Historica (traduzidos BR),14,,Harry Potter e o Enigma do Príncipe,J.K. Rowling,,,
Fantasia SciFi Ficcao Historica (traduzidos BR),15,,Elantris,Brandon Sanderson,,,
Fantasia SciFi Ficcao Historica (traduzidos BR),16,,O Protegido,Peter V. Brett,,,
Fantasia SciFi Ficcao Historica (traduzidos BR),17,,A Grande Caçada,Robert Jordan,,,
