categoria,ordem,isbn,titulo,autor,editora,cover_url,origem_url
Best Literature in Portuguese,202,,Memórias de Uma Nota de Banco,Joaquim Paço d'Arcos,,,https://www.goodreads.com/book/show/26165662-mem-rias-de-uma-nota-de-banco
Best Literature in Portuguese,204,,Dispersão,Mário de Sá-Carneiro,,,https://www.goodreads.com/book/show/11094308-dispers-o
Best Literature in Portuguese,205,,Gente Feliz com Lágrimas,João de Melo,,,https://www.goodreads.com/book/show/6484873-gente-feliz-com-l-grimas
Best Literature in Portuguese,206,,Contos Completos de Lima Barreto,Lima Barreto,,,https://www.goodreads.com/book/show/18246474-contos-completos-de-lima-barreto
Best Literature in Portuguese,207,,Maria Francisca de Sabóia,Diana de Cadaval,,,https://www.goodreads.com/book/show/11596112-maria-francisca-de-sab-ia
Best Literature in Portuguese,208,,D. Pedro II: Ser ou não ser,José Murilo de Carvalho,,,https://www.goodreads.com/book/show/3436418-d-pedro-ii
Best Literature in Portuguese,209,,História Concisa de Portugal,José Hermano Saraiva,,,https://www.goodreads.com/book/show/369126.Hist_ria_Concisa_de_Portugal
Best Literature in Portuguese,210,,O Fotógrafo da Madeira,António Breda Carvalho,,,https://www.goodreads.com/book/show/16072243-o-fot-grafo-da-madeira
Best Literature in Portuguese,211,,Vrnitev,Dulce Maria Cardoso,,,https://www.goodreads.com/book/show/23588316-vrnitev
Best Literature in Portuguese,212,,A arte de morrer longe,Mário de Carvalho,,,https://www.goodreads.com/book/show/8304032-a-arte-de-morrer-longe
Best Literature in Portuguese,214,,Sinais de Fogo,Jorge de Sena,,,https://www.goodreads.com/book/show/9735043-sinais-de-fogo
Best Literature in Portuguese,215,,Luuanda,José Luandino Vieira,,,https://www.goodreads.com/book/show/545326.Luuanda
Best Literature in Portuguese,216,,Herdeiros de Atlântida,Eduardo Spohr,,,https://www.goodreads.com/book/show/12578860-herdeiros-de-atl-ntida
Best Literature in Portuguese,217,,Os Bruzundangas,Lima Barreto,,,https://www.goodreads.com/book/show/18304158-os-bruzundangas
Best Literature in Portuguese,218,,Não é o Fim do Mundo,Ana Nobre de Gusmão,,,https://www.goodreads.com/book/show/1878225.N_o_o_Fim_do_Mundo
Best Literature in Portuguese,219,,Ballet Rose,Francisco Moita Flores,,,https://www.goodreads.com/book/show/9249621-ballet-rose
Best Literature in Portuguese,220,,Conhecimento do Inferno,António Lobo Antunes,,,https://www.goodreads.com/book/show/12119804-conhecimento-do-inferno
Best Literature in Portuguese,221,,366 Poemas que Falam de Amor,Vasco Graça Moura,,,https://www.goodreads.com/book/show/7338965-366-poemas-que-falam-de-amor
Best Literature in Portuguese,222,,A Caverna,José Saramago,,,https://www.goodreads.com/book/show/17619923-a-caverna
Best Literature in Portuguese,223,,A bela e a fera,Clarice Lispector,,,https://www.goodreads.com/book/show/54146301-a-bela-e-a-fera
Best Literature in Portuguese,224,,A Batalha do Apocalipse,Eduardo Spohr,,,https://www.goodreads.com/book/show/2067912.A_Batalha_do_Apocalipse
Best Literature in Portuguese,225,,Clássicos da poesia brasileira (Coleção Livros O Globo nº18),Org. Frederico Barbosa,,,https://www.goodreads.com/book/show/19459897-cl-ssicos-da-poesia-brasileira
Best Literature in Portuguese,226,,A Breath of Life,Clarice Lispector,,,https://www.goodreads.com/book/show/13082431-a-breath-of-life
Best Literature in Portuguese,227,,A Little Larger Than the Entire Universe: Selected Poems,Fernando Pessoa,,,https://www.goodreads.com/book/show/63116.A_Little_Larger_Than_the_Entire_Universe
Best Literature in Portuguese,228,,O Gato e o Escuro,Mia Couto,,,https://www.goodreads.com/book/show/1146835.O_Gato_e_o_Escuro
Best Literature in Portuguese,229,,Outros escritos,Clarice Lispector,,,https://www.goodreads.com/book/show/56519377-outros-escritos
Best Literature in Portuguese,230,,O Sumiço da Santa,Jorge Amado,,,https://www.goodreads.com/book/show/1770594.The_War_of_the_Saints
Best Literature in Portuguese,231,,1822,Laurentino Gomes,,,https://www.goodreads.com/book/show/9320243-1822
Best Literature in Portuguese,232,,"Meio intelectual, meio de esquerda",Antonio Prata,,,https://www.goodreads.com/book/show/13264069-meio-intelectual-meio-de-esquerda
Best Literature in Portuguese,233,,Romance D’A Pedra do Reino e O Príncipe do Sangue do Vai-e-Volta,Ariano Suassuna,,,https://www.goodreads.com/book/show/2870236-romance-d-a-pedra-do-reino-e-o-pr-ncipe-do-sangue-do-vai-e-volta
Best Literature in Portuguese,234,,A descoberta do mundo,Clarice Lispector,,,https://www.goodreads.com/book/show/54470798-a-descoberta-do-mundo
Best Literature in Portuguese,235,,A Noite e a Madrugada,Fernando Namora,,,https://www.goodreads.com/book/show/6383836-a-noite-e-a-madrugada
Best Literature in Portuguese,236,,1889,Laurentino Gomes,,,https://www.goodreads.com/book/show/18231903-1889
Best Literature in Portuguese,237,,Psia,Arnaldo Antunes,,,https://www.goodreads.com/book/show/2716207-psia
Best Literature in Portuguese,238,,Na Margem do Rio Piedra Eu Sentei e Chorei,Paulo Coelho,,,https://www.goodreads.com/book/show/1428.By_the_River_Piedra_I_Sat_Down_and_Wept
Best Literature in Portuguese,239,,Para não esquecer,Clarice Lispector,,,https://www.goodreads.com/book/show/58394379-para-n-o-esquecer
Best Literature in Portuguese,240,,A Comissão Chapeleira,Renata Ventura,,,https://www.goodreads.com/book/show/23130574-a-comiss-o-chapeleira
Best Literature in Portuguese,241,,Poesia com Rapadura,Bráulio Bessa,,,https://www.goodreads.com/book/show/35519429-poesia-com-rapadura
Best Literature in Portuguese,242,,Viagem a Portugal,José Saramago,,,https://www.goodreads.com/book/show/3544101-journey-to-portugal
Best Literature in Portuguese,243,,A Maçã no Escuro,Clarice Lispector,,,https://www.goodreads.com/book/show/56625435-a-ma-no-escuro
Best Literature in Portuguese,244,,Bellini e a Esfinge,Tony Bellotto,,,https://www.goodreads.com/book/show/18632948-bellini-e-a-esfinge
Best Literature in Portuguese,245,,A Arma Escarlate,Renata Ventura,,,https://www.goodreads.com/book/show/18629075-a-arma-escarlate
Best Literature in Portuguese,246,,Myra,Maria Velho da Costa,,,https://www.goodreads.com/book/show/8497740-myra
Best Literature in Portuguese,247,,Era Uma Vez em Goa,Paulo Varela Gomes,,,https://www.goodreads.com/book/show/25050099-era-uma-vez-em-goa
Best Literature in Portuguese,248,,Um Sopro de Vida,Clarice Lispector,,,https://www.goodreads.com/book/show/56511498-um-sopro-de-vida
Best Literature in Portuguese,249,,A rainha dos cárceres da Grécia,Osman Lins,,,https://www.goodreads.com/book/show/18633984-a-rainha-dos-c-rceres-da-gr-cia
Best Literature in Portuguese,250,,No Buraco,Tony Bellotto,,,https://www.goodreads.com/book/show/15171356-no-buraco
Best Literature in Portuguese,251,,O Caso Morel,Rubem Fonseca,,,https://www.goodreads.com/book/show/19533130-o-caso-morel
Best Literature in Portuguese,252,,Contos do Nascer da Terra,Mia Couto,,,https://www.goodreads.com/book/show/7379540-contos-do-nascer-da-terra
Best Literature in Portuguese,253,,Mau Tempo no Canal,Vitorino Nemésio,,,https://www.goodreads.com/book/show/15826643-mau-tempo-no-canal
Best Literature in Portuguese,254,,A cidade sitiada,Clarice Lispector,,,https://www.goodreads.com/book/show/54356647-a-cidade-sitiada
Best Literature in Portuguese,255,,A chave de casa,Tatiana Salem Levy,,,https://www.goodreads.com/book/show/17792574-a-chave-de-casa
Best Literature in Portuguese,256,,Todas as Crônicas,Clarice Lispector,,,https://www.goodreads.com/book/show/40813230-todas-as-cr-nicas
Best Literature in Portuguese,257,,Sergeant Getúlio,João Ubaldo Ribeiro,,,https://www.goodreads.com/book/show/309290.Sergeant_Get_lio
Best Literature in Portuguese,258,,Daydream and Drunkenness of a Young Lady,Clarice Lispector,,,https://www.goodreads.com/book/show/36436062-daydream-and-drunkenness-of-a-young-lady
Best Literature in Portuguese,259,,Raízes do Brasil,Sérgio Buarque de Holanda,,,https://www.goodreads.com/book/show/1704315.Ra_zes_do_Brasil
Best Literature in Portuguese,260,,Corola,Claudia Roquette-Pinto,,,https://www.goodreads.com/book/show/126931414-corola
Best Literature in Portuguese,261,,Visão do esplendor: impressões leves,Clarice Lispector,,,https://www.goodreads.com/book/show/36641038-vis-o-do-esplendor
Best Literature in Portuguese,262,,Poemas,António Franco Alexandre,,,https://www.goodreads.com/book/show/59314818-poemas
Best Literature in Portuguese,263,,Os Contos de Belazarte,Mário de Andrade,,,https://www.goodreads.com/book/show/4822409-os-contos-de-belazarte
Best Literature in Portuguese,264,,Elogio da Mentira,Patrícia Melo,,,https://www.goodreads.com/book/show/1664489.In_Praise_of_Lies
Best Literature in Portuguese,265,,Poesias Completas,Mário de Andrade,,,https://www.goodreads.com/book/show/25122904-poesias-completas
Best Literature in Portuguese,266,,Margem de Manobra,Claudia Roquette-Pinto,,,https://www.goodreads.com/book/show/101777895-margem-de-manobra
Best Literature in Portuguese,267,,A via crucis do corpo,Clarice Lispector,,,https://www.goodreads.com/book/show/56305113-a-via-crucis-do-corpo
Best Literature in Portuguese,268,,Pode um Desejo Imenso,Frederico Lourenço,,,https://www.goodreads.com/book/show/9653522-pode-um-desejo-imenso
Best Literature in Portuguese,269,,Os Transparentes,Ondjaki,,,https://www.goodreads.com/book/show/16147589-os-transparentes
Best Literature in Portuguese,270,,A Rosa do Povo,Carlos Drummond de Andrade,,,https://www.goodreads.com/book/show/2534575.A_Rosa_do_Povo
Best Literature in Portuguese,271,,A Legião Estrangeira,Clarice Lispector,,,https://www.goodreads.com/book/show/58795722-a-legi-o-estrangeira
Best Literature in Portuguese,272,,Os da Minha Rua,Ondjaki,,,https://www.goodreads.com/book/show/40778977-os-da-minha-rua
Best Literature in Portuguese,273,,A Casa de Vidro,Ivan Ângelo,,,https://www.goodreads.com/book/show/2457653.Tower_of_Glass
Best Literature in Portuguese,274,,Uma Viagem à Índia,Gonçalo M. Tavares,,,https://www.goodreads.com/book/show/10696348-uma-viagem-ndia
Best Literature in Portuguese,275,,Seara Vermelha,Jorge Amado,,,https://www.goodreads.com/book/show/39736090-seara-vermelha
Best Literature in Portuguese,276,,Black Waltz,Patrícia Melo,,,https://www.goodreads.com/book/show/1656988.Black_Waltz
Best Literature in Portuguese,278,,Niketche: Uma História de Poligamia,Paulina Chiziane,,,https://www.goodreads.com/book/show/15813464-niketche
Best Literature in Portuguese,279,,Felicidade Clandestina,Clarice Lispector,,,https://www.goodreads.com/book/show/52531471-felicidade-clandestina
Best Literature in Portuguese,280,,Novas Cartas Portuguesas,Maria Isabel Barreno,,,https://www.goodreads.com/book/show/9938267-novas-cartas-portuguesas
Best Literature in Portuguese,281,,Childhood,Graciliano Ramos,,,https://www.goodreads.com/book/show/334234.Childhood
Best Literature in Portuguese,282,,Os Pescadores,Raul Brandão,,,https://www.goodreads.com/book/show/20627494-os-pescadores
Best Literature in Portuguese,283,,O Testamento do Sr. Napumoceno da Silva Araújo,Germano Almeida,,,https://www.goodreads.com/book/show/20694888-o-testamento-do-sr-napumoceno-da-silva-ara-jo
Best Literature in Portuguese,284,,O Continente - Volume II,Erico Verissimo,,,https://www.goodreads.com/book/show/7897004-o-continente---volume-ii
Best Literature in Portuguese,285,,"Um Rio Chamado Tempo, Uma Casa Chamada Terra",Mia Couto,,,https://www.goodreads.com/book/show/990201.Um_Rio_Chamado_Tempo_Uma_Casa_Chamada_Terra
Best Literature in Portuguese,287,,"O Erro de Descartes: Emoção, Razão e Cérebro Humano",António Damásio,,,https://www.goodreads.com/book/show/13453421-o-erro-de-descartes
Best Literature in Portuguese,288,,Homens Imprudentemente Poéticos,Valter Hugo Mãe,,,https://www.goodreads.com/book/show/32056179-homens-imprudentemente-po-ticos
Best Literature in Portuguese,289,,D. Afonso Henriques,Diogo Freitas do Amaral,,,https://www.goodreads.com/book/show/2543413.D_Afonso_Henriques
Best Literature in Portuguese,290,,Salazar: Uma Biografia Política,Filipe Ribeiro de Meneses,,,https://www.goodreads.com/book/show/9281320-salazar
Best Literature in Portuguese,291,,O amor é fodido,Miguel Esteves Cardoso,,,https://www.goodreads.com/book/show/6225169-o-amor-fodido
Best Literature in Portuguese,292,,Livro de Soror Saudade,Florbela Espanca,,,https://www.goodreads.com/book/show/17694614-livro-de-soror-saudade
Best Literature in Portuguese,293,,O ano em que não ia haver verão,Rute Silva Correia,,,https://www.goodreads.com/book/show/20718599-o-ano-em-que-n-o-ia-haver-ver-o
Best Literature in Portuguese,294,,Na Sombra das Palavras,Ângelo Teodoro,,,https://www.goodreads.com/book/show/22461082-na-sombra-das-palavras
Best Literature in Portuguese,295,,Todos os Poemas,Ruy Belo,,,https://www.goodreads.com/book/show/13632763-todos-os-poemas
Best Literature in Portuguese,296,,Mar Morto,Jorge Amado,,,https://www.goodreads.com/book/show/1397673.Mar_Morto
Best Literature in Portuguese,297,,O Milionário de Lisboa,José Norton,,,https://www.goodreads.com/book/show/12719543-o-milion-rio-de-lisboa
Best Literature in Portuguese,298,,Memorial de Aires,Machado de Assis,,,https://www.goodreads.com/book/show/1436908.Memorial_de_Aires
Best Literature in Portuguese,299,,As Máscaras da Paixão,Maria Lucília F. Meleiro,,,https://www.goodreads.com/book/show/25326426-as-m-scaras-da-paix-o
Best Literature in Portuguese,300,,Iaiá Garcia,Machado de Assis,,,https://www.goodreads.com/book/show/1436913.Iai_Garcia
Best Literature in Portuguese,301,,A Chama ao Vento,Carla M. Soares,,,https://www.goodreads.com/book/show/21976959-a-chama-ao-vento
Best Literature in Portuguese,302,,O Assassino do Aqueduto,Anabela Natário,,,https://www.goodreads.com/book/show/20531591-o-assassino-do-aqueduto
Best Literature in Portuguese,303,,O Homem Nu,Fernando Sabino,,,https://www.goodreads.com/book/show/91176.O_Homem_Nu
Best Literature in Portuguese,304,,A Última Noite em Lisboa,Sérgio Luís de Carvalho,,,https://www.goodreads.com/book/show/20808433-a-ltima-noite-em-lisboa
Best Literature in Portuguese,305,,Um Copo de Cólera,Raduan Nassar,,,https://www.goodreads.com/book/show/12611738-um-copo-de-c-lera
Best Literature in Portuguese,306,,Poesia,José Gomes Ferreira,,,https://www.goodreads.com/book/show/28797808-poesia
Best Literature in Portuguese,307,,Misterios,Lygia Fagundes Telles,,,https://www.goodreads.com/book/show/13560612-misterios
Best Literature in Portuguese,308,,O Diário Oculto de Nora Rute,Mário Zambujal,,,https://www.goodreads.com/book/show/18936435-o-di-rio-oculto-de-nora-rute
Best Literature in Portuguese,309,,Poesia,Eugénio de Andrade,,,https://www.goodreads.com/book/show/6780686-poesia
Best Literature in Portuguese,310,,Seminário dos Ratos,Lygia Fagundes Telles,,,https://www.goodreads.com/book/show/13560239-semin-rio-dos-ratos
Best Literature in Portuguese,311,,Mafalda de Sabóia,Diana de Cadaval,,,https://www.goodreads.com/book/show/17252309-mafalda-de-sab-ia
Best Literature in Portuguese,313,,A Disciplina do Amor,Lygia Fagundes Telles,,,https://www.goodreads.com/book/show/9968019-a-disciplina-do-amor
Best Literature in Portuguese,314,,D. Teresa de Távora – A Amante do Rei,Sara Rodi,,,https://www.goodreads.com/book/show/18139951-d-teresa-de-t-vora-a-amante-do-rei
Best Literature in Portuguese,315,,Com os Meus Olhos de Cão,Hilda Hilst,,,https://www.goodreads.com/book/show/18209522-with-my-dog-eyes
Best Literature in Portuguese,316,,"Poesia, Saudade da Prosa",Manuel António Pina,,,https://www.goodreads.com/book/show/12602388-poesia-saudade-da-prosa
Best Literature in Portuguese,317,,No Meu Peito Não Cabem Pássaros,Nuno Camarneiro,,,https://www.goodreads.com/book/show/11802517-no-meu-peito-n-o-cabem-p-ssaros
Best Literature in Portuguese,318,,There Were Many Horses,Luiz Ruffato,,,https://www.goodreads.com/book/show/21888213-there-were-many-horses
Best Literature in Portuguese,319,,Antologia Poética,Natália Correia,,,https://www.goodreads.com/book/show/20577342-antologia-po-tica
Best Literature in Portuguese,320,,Alma Rebelde,Carla M. Soares,,,https://www.goodreads.com/book/show/13599463-alma-rebelde
Best Literature in Portuguese,321,,Snakes' Nest: or A Tale Badly Told,Lêdo Ivo,,,https://www.goodreads.com/book/show/6715687-snakes-nest
Best Literature in Portuguese,322,,Poesia,Daniel Faria,,,https://www.goodreads.com/book/show/29444599-poesia
Best Literature in Portuguese,323,,O Coronel e o Lobisomem,José Cândido de Carvalho,,,https://www.goodreads.com/book/show/6369931-o-coronel-e-o-lobisomem
Best Literature in Portuguese,324,,O Rei do Monte Brasil,Ana Cristina Silva,,,https://www.goodreads.com/book/show/16003705-o-rei-do-monte-brasil
Best Literature in Portuguese,325,,Crow Blue,Adriana Lisboa,,,https://www.goodreads.com/book/show/18169614-crow-blue
Best Literature in Portuguese,326,,A Farsa,Raul Brandão,,,https://www.goodreads.com/book/show/6385107-a-farsa
Best Literature in Portuguese,327,,Cleo e Daniel,Roberto Freire,,,https://www.goodreads.com/book/show/6702748-cleo-e-daniel
Best Literature in Portuguese,328,,A Dança da Vida,Gustavo Santos,,,https://www.goodreads.com/book/show/16067052-a-dan-a-da-vida
Best Literature in Portuguese,330,,Buried Strangers,Leighton Gage,,,https://www.goodreads.com/book/show/4443324-buried-strangers
Best Literature in Portuguese,331,,Cidades Mortas,Monteiro Lobato,,,https://www.goodreads.com/book/show/6072729-cidades-mortas
Best Literature in Portuguese,332,,Memórias de Branca Dias,Miguel Real,,,https://www.goodreads.com/book/show/12393404-mem-rias-de-branca-dias
Best Literature in Portuguese,333,,Dying Gasp,Leighton Gage,,,https://www.goodreads.com/book/show/6542581-dying-gasp
Best Literature in Portuguese,334,,Perfect Hatred,Leighton Gage,,,https://www.goodreads.com/book/show/13573060-perfect-hatred
Best Literature in Portuguese,335,,Os Poemas Possíveis,José Saramago,,,https://www.goodreads.com/book/show/22912879-os-poemas-poss-veis
Best Literature in Portuguese,337,,Este Livro que Vos Deixo...,António Aleixo,,,https://www.goodreads.com/book/show/8999796-este-livro-que-vos-deixo
Best Literature in Portuguese,338,,Cemitério de elefantes,Dalton Trevisan,,,https://www.goodreads.com/book/show/2722921-cemit-rio-de-elefantes
Best Literature in Portuguese,339,,A Vine in the Blood,Leighton Gage,,,https://www.goodreads.com/book/show/11104345-a-vine-in-the-blood
Best Literature in Portuguese,340,,"Olga: A Vida de Olga Benário Prestes, Judia Comunista Entregue a Hitler pelo Governo de Vargas",Fernando Morais,,,https://www.goodreads.com/book/show/2595037-olga
Best Literature in Portuguese,341,,Every Bitter Thing,Leighton Gage,,,https://www.goodreads.com/book/show/7977061-every-bitter-thing
Best Literature in Portuguese,342,,"O Que é Isso, Companheiro?",Fernando Gabeira,,,https://www.goodreads.com/book/show/3275263-o-que-isso-companheiro
Best Literature in Portuguese,343,,A Rosa do Adro,Manuel Rodrigues,,,https://www.goodreads.com/book/show/6868249-a-rosa-do-adro
Best Literature in Portuguese,344,,Cão Como Nós,Manuel Alegre,,,https://www.goodreads.com/book/show/3195992-c-o-como-n-s
Best Literature in Portuguese,345,,Hotel Brasil,Frei Betto,,,https://www.goodreads.com/book/show/17675330-hotel-brasil
Best Literature in Portuguese,346,,Contos,Eça de Queirós,,,https://www.goodreads.com/book/show/2490597.Contos
Best Literature in Portuguese,347,,Sambaqui: A Novel of Pre-History,Stella Carr,,,https://www.goodreads.com/book/show/2933453-sambaqui
Best Literature in Portuguese,348,,Rio das Flores,Miguel Sousa Tavares,,,https://www.goodreads.com/book/show/2397244.Rio_das_Flores
Best Literature in Portuguese,349,,My Two Worlds,Sergio Chejfec,,,https://www.goodreads.com/book/show/10277960-my-two-worlds
Best Literature in Portuguese,350,,Não Verás País Nenhum,Ignácio de Loyola Brandão,,,https://www.goodreads.com/book/show/16284824-and-still-the-earth
Best Literature in Portuguese,351,,A Ilha,Fernando Morais,,,https://www.goodreads.com/book/show/716384.A_Ilha
Best Literature in Portuguese,352,,A Descoberta da América pelos Turcos,Jorge Amado,,,https://www.goodreads.com/book/show/13542989-the-discovery-of-america-by-the-turks
Best Literature in Portuguese,353,,El Analista de Bagé,Luis Fernando Verissimo,,,https://www.goodreads.com/book/show/1357687.El_Analista_de_Bag_
Best Literature in Portuguese,354,,Senhores da Noite,Carla Ribeiro,,,https://www.goodreads.com/book/show/7845468-senhores-da-noite
Best Literature in Portuguese,355,,Zero,Ignácio de Loyola Brandão,,,https://www.goodreads.com/book/show/608787.Zero
Best Literature in Portuguese,357,,High Art,Rubem Fonseca,,,https://www.goodreads.com/book/show/170963.High_Art
Best Literature in Portuguese,358,,Seraphim Grosse Pointe,Oswald de Andrade,,,https://www.goodreads.com/book/show/314172.Seraphim_Grosse_Pointe
Best Literature in Portuguese,359,,Inferno,Patrícia Melo,,,https://www.goodreads.com/book/show/1664490.Inferno
Best Literature in Portuguese,360,,"Pen, Sword, Camisole",Jorge Amado,,,https://www.goodreads.com/book/show/2314739.Pen_Sword_Camisole
Best Literature in Portuguese,361,,Artigo indefinido: crônicas literárias,Paulo Mendes Campos,,,https://www.goodreads.com/book/show/3006381-artigo-indefinido
Best Literature in Portuguese,362,,The Killer: A Psychological Thriller,Patrícia Melo,,,https://www.goodreads.com/book/show/1664491.The_Killer
Best Literature in Portuguese,363,,O Silêncio da Chuva,Luiz Alfredo Garcia-Roza,,,https://www.goodreads.com/book/show/1686113.The_Silence_of_the_Rain
Best Literature in Portuguese,364,,Borges e os Orangotangos Eternos,Luis Fernando Verissimo,,,https://www.goodreads.com/book/show/44039.Borges_and_the_Eternal_Orangutans
Best Literature in Portuguese,365,,Dinora,Dalton Trevisan,,,https://www.goodreads.com/book/show/836134.Dinora
Best Literature in Portuguese,366,,Soulstorm: Stories,Clarice Lispector,,,https://www.goodreads.com/book/show/153455.Soulstorm
Best Literature in Portuguese,367,,Para Viver um Grande Amor: Crônicas e Poemas,Vinicius de Moraes,,,https://www.goodreads.com/book/show/905049.Para_Viver_um_Grande_Amor
Best Literature in Portuguese,368,,Objeto Quase,José Saramago,,,https://www.goodreads.com/book/show/13404048-the-lives-of-things
Best Literature in Portuguese,369,,Bufo & Spallanzani,Rubem Fonseca,,,https://www.goodreads.com/book/show/1545584.Bufo_Spallanzani
Best Literature in Portuguese,370,,Manual Of Painting And Calligraphy: A Novel,José Saramago,,,https://www.goodreads.com/book/show/12385372-manual-of-painting-and-calligraphy
Best Literature in Portuguese,371,,Corpo,Carlos Drummond de Andrade,,,https://www.goodreads.com/book/show/2302524.Corpo
Best Literature in Portuguese,372,,Seleta em prosa e verso - Carlos Drummond de Andrade,Carlos Drummond de Andrade,,,https://www.goodreads.com/book/show/2183651.Seleta_em_prosa_e_verso_Carlos_Drummond_de_Andrade
Best Literature in Portuguese,373,,Blindness,José Saramago,,,https://www.goodreads.com/book/show/40495148-blindness
Best Literature in Portuguese,374,,Memórias póstumas de Brás Cubas,Machado de Assis,,,https://www.goodreads.com/book/show/87264.Mem_rias_p_stumas_de_Br_s_Cubas
Best Literature in Portuguese,375,,Os Maias,Eça de Queirós,,,https://www.goodreads.com/book/show/1249630.Os_Maias
Best Literature in Portuguese,376,,Livro do Desassossego,Fernando Pessoa,,,https://www.goodreads.com/book/show/40881621-the-book-of-disquiet
Best Literature in Portuguese,377,,Dom Casmurro,Machado de Assis,,,https://www.goodreads.com/book/show/82888.Dom_Casmurro
Best Literature in Portuguese,378,,Os Lusíadas,Luís de Camões,,,https://www.goodreads.com/book/show/797165.The_Lusiads
Best Literature in Portuguese,380,,Capitães da areia,Jorge Amado,,,https://www.goodreads.com/book/show/723456.Capit_es_da_areia
Best Literature in Portuguese,381,,Vidas Secas,Graciliano Ramos,,,https://www.goodreads.com/book/show/334227.Vidas_Secas
Best Literature in Portuguese,382,,Auto da Barca do Inferno,Gil Vicente,,,https://www.goodreads.com/book/show/4992047-auto-da-barca-do-inferno
Best Literature in Portuguese,383,,Mensagem - Poemas Esotéricos,Fernando Pessoa,,,https://www.goodreads.com/book/show/592221.Mensagem_Poemas_Esot_ricos
Best Literature in Portuguese,384,,Grande Sertão: Veredas,João Guimarães Rosa,,,https://www.goodreads.com/book/show/2363958.Grande_Sert_o
Best Literature in Portuguese,386,,O Alquimista,Paulo Coelho,,,https://www.goodreads.com/book/show/865.The_Alchemist
Best Literature in Portuguese,387,,O Evangelho Segundo Jesus Cristo,José Saramago,,,https://www.goodreads.com/book/show/28859.The_Gospel_According_to_Jesus_Christ
Best Literature in Portuguese,388,,O alienista,Machado de Assis,,,https://www.goodreads.com/book/show/87263.O_alienista
Best Literature in Portuguese,389,,A Cidade e as Serras,Eça de Queirós,,,https://www.goodreads.com/book/show/1092477.A_Cidade_e_as_Serras
Best Literature in Portuguese,390,,O Primo Basílio,Eça de Queirós,,,https://www.goodreads.com/book/show/716132.O_Primo_Bas_lio
Best Literature in Portuguese,392,,O Ano da Morte de Ricardo Reis,José Saramago,,,https://www.goodreads.com/book/show/2536.The_Year_of_the_Death_of_Ricardo_Reis
Best Literature in Portuguese,393,,"Gabriela, clavo y canela",Jorge Amado,,,https://www.goodreads.com/book/show/91659.Gabriela_clavo_y_canela
Best Literature in Portuguese,394,,O Crime do Padre Amaro,Eça de Queirós,,,https://www.goodreads.com/book/show/1008335.The_Crime_of_Father_Amaro
Best Literature in Portuguese,395,,Poemas de Álvaro de Campos,Fernando Pessoa,,,https://www.goodreads.com/book/show/8070004-poemas-de-lvaro-de-campos
Best Literature in Portuguese,396,,Auto da Compadecida,Ariano Suassuna,,,https://www.goodreads.com/book/show/187209.Auto_da_Compadecida
Best Literature in Portuguese,397,,Amor de Perdição,Camilo Castelo Branco,,,https://www.goodreads.com/book/show/909710.Amor_de_Perdi_o
Best Literature in Portuguese,398,,Viagens na Minha Terra,Almeida Garrett,,,https://www.goodreads.com/book/show/697341.Viagens_na_Minha_Terra
Best Literature in Portuguese,399,,O Cortiço,Aluísio Azevedo,,,https://www.goodreads.com/book/show/3493168-o-corti-o
Best Literature in Portuguese,400,,Budapeste,Chico Buarque,,,https://www.goodreads.com/book/show/440456.Budapeste
Best Literature in Portuguese,401,,Todos os Nomes,José Saramago,,,https://www.goodreads.com/book/show/2528.All_the_Names
Best Literature in Portuguese,402,,As Pupilas do Senhor Reitor,Júlio Dinis,,,https://www.goodreads.com/book/show/2259479.As_Pupilas_do_Senhor_Reitor
Best Literature in Portuguese,403,,Quincas Borba,Machado de Assis,,,https://www.goodreads.com/book/show/87265.Quincas_Borba
Best Literature in Portuguese,404,,A Menina do Mar,Sophia de Mello Breyner Andresen,,,https://www.goodreads.com/book/show/6480073-a-menina-do-mar
Best Literature in Portuguese,405,,A Lua de Joana,Maria Teresa Maia Gonzalez,,,https://www.goodreads.com/book/show/1830571.A_Lua_de_Joana
Best Literature in Portuguese,406,,Veronika Decide Morrer,Paulo Coelho,,,https://www.goodreads.com/book/show/1431.Veronika_Decides_to_Die
Best Literature in Portuguese,407,,Frei Luís de Sousa,Almeida Garrett,,,https://www.goodreads.com/book/show/6321378-frei-lu-s-de-sousa
Best Literature in Portuguese,408,,Bichos,Miguel Torga,,,https://www.goodreads.com/book/show/3671722-bichos
Best Literature in Portuguese,409,,A Relíquia,Eça de Queirós,,,https://www.goodreads.com/book/show/2967308-a-rel-quia
Best Literature in Portuguese,410,,Poemas Completos de Alberto Caeiro,Fernando Pessoa,,,https://www.goodreads.com/book/show/905084.The_Collected_Poems_of_Alberto_Caeiro
Best Literature in Portuguese,411,,Meu Pé de Laranja Lima,José Mauro de Vasconcelos,,,https://www.goodreads.com/book/show/58230.Meu_P_de_Laranja_Lima
Best Literature in Portuguese,412,,A Morgadinha dos Canaviais,Júlio Dinis,,,https://www.goodreads.com/book/show/7278405-a-morgadinha-dos-canaviais
Best Literature in Portuguese,413,,Dona Flor e Seus Dois Maridos,Jorge Amado,,,https://www.goodreads.com/book/show/147039.Dona_Flor_and_Her_Two_Husbands
Best Literature in Portuguese,414,,Seeing,José Saramago,,,https://www.goodreads.com/book/show/47667.Seeing
